country,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,323,389,418,469,462,528,598,598,605,619,583,649,1130,1230,1040,1300,1160,1260,1190,1430,1510,1680,1970,1970,2110,2210,2280,2380,2380,2120,1820,1750,1890,1590,1970,1970,2420,2440,2550,2480,3160,3320,3980,4520,5000,4420,5420,5740,5590,5680,5860,6080,6440,6260,6300,6720,6850,6410,6320,6320,6510,6510,6100,6170,6740,7060,7040,7140
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.7,47.7,47.7,47.7,47.7,66,69.7,73.3,84.3,88,84.3,88,106,103,136,132,139,227,154,161,216,187,235,264,330,502,480,799,557,488,814,275,719,935,715,858,924,994,1000,953,730,707,680,640,629,588,568,539,513,491,480,502,587,594,594,594,594,609,601,598,612,612,609,631,631,631,645,680,699
St.-Pierre-et-Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7,22,33,29.3,33,36.7,33,40.3,40.3,33,36.7,47.7,33,36.7,47.7,40.3,44,51.3,40.3,33,36.7,47.7,69.7,40.3,44,33,47.7,36.7,33,36.7,36.7,40.3,40.3,33,36.7,33,47.7,51.3,66,103,91.7,103,95.3,73.3,69.7,69.7,69.7,47.7,55,55,55,55,58.7,66,62.3,66,66,66,66,66,69.7,69.7,69.7,73.3,77,77,77,77.7,78.2
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14k,15.3k,16k,16.5k,18.3k,20.7k,21.3k,21.2k,21.4k,22.9k,23.7k,31k,33.4k,31.3k,37.3k,37.5k,39.1k,40.3k,39.2k,43.8k,47.6k,46.8k,50.9k,46.8k,50.4k,53.1k,54.2k,56.6k,55.2k,57k,56.8k,56.5k,40k,43.7k,38.1k,37.1k,39.2k,45.9k,49.3k,51.9k,35.8k,45k,49.3k,52.2k,55.8k,60.3k,51.7k,60.9k,59.7k,51.7k,45.9k,45.7k,49k,43.8k,44.6k,37.2k,43.8k,45.1k,45.7k,45.5k
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,113,116,124,140,155,202,220,266,259,349,405,415,448,452,474,353,313,317,287,298,312,303,319,326,292,340,354,279,404,313,435,408,365,252,346,358,369,452,391,424,461,531,677,756,955,915,1000,1180,1240,1300,1330,1300,1330,1450,1540,1940,1730,1820,1870
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,3.67,3.67,3.67,3.67,7.33,11,7.33,7.33,11,11,11,7.33,11,11,11,11,14.7,14.7,14.7,11,11,14.7,18.3,18.3,29.3,29.3,33,33,40.3,44,47.7,55,51.3,55,51.3,51.3,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,51.3,58.7,66,73.3,77,84.3,84.3,84.3,91.7,99,103,114,114,114,114,121,121,124
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,235,268,312,337,312,341,374,319,367,433,429,495,532,605,796,1100,1330,1450,1520,1610,1720,1750,2110,1600,2020,2000,1900,2390,2290,2370,2030,1870,1370,1550,1600,1760,1760,1880,1850,1740,2030,2030,2040,2040,2060,2080,2110,2110,2120,2190,2370,1560,1540,1560,1590,1740,1760,1940,2000,2400,1800,2250,2090,2230,1710,1720,1720,1790
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9,213,362,512,661,810,960,1110,1260,1410,1560,1700,1850,2000,2150,2300,3980,4180,4380,4710,4990,5270,5390,5750,5940,6240,6560,6890,7380,7820,8360,8670,8800,9000,9220,9570,9810,10.4k,10.6k,10.9k,10.8k,11.3k,11.4k,11.7k,11.8k,12.1k,12.7k,13.3k,13.5k,13.5k,13.3k,13.5k,14.4k,15k,13.7k,13.7k,14.5k,13.7k,11.7k,11k,10.9k,10.5k,9360,9890,12.1k,11.4k,11.6k,12.4k,13.1k,14.6k,12.9k,12.1k,10.5k,9630,9620,9900,10.8k,13k,14.9k,16.4k,18.5k,18.6k,20.1k,22.2k,21.1k,11.2k,14k,15.8k,17.1k,18k,18.5k,19.7k,21.1k,21.9k,23.4k,24.3k,26k,27.2k,29.7k,29.7k,31.7k,34.4k,36.7k,38.6k,40.1k,39.1k,38.9k,38.8k,40.6k,43.1k,49.4k,51.8k,52.3k,52.5k,53.2k,55.6k,57.8k,59.5k,60.1k,58.5k,59.2k,58.6k,58k,58.1k,60.1k,59.3k,59.7k,59k,58k,55.4k,61.6k,53.4k,49k,46.5k,43.9k,44.3k,44.2k,44.3k,44k,43.2k,41.3k,43.4k,42.1k,42.4k,42.9k,42.9k,42.6k,41k,41.4k,37.7k,38.5k,38.1k,36k,35.6k,33.7k,34.5k,34.9k,36.1k,36.1k
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3980,4350,4560,4680,5210,5900,6070,6020,6080,6500,6740,8810,9490,8880,10.6k,10.6k,11.1k,11.5k,11.1k,12.4k,13.5k,13.3k,14.4k,13.2k,14.3k,15k,15.3k,16k,15.6k,16.2k,16.1k,15.1k,14k,14k,14.3k,14.7k,15.3k,15.9k,16.3k,16k,15.3k,15.5k,16.4k,16.5k,16.3k,16.7k,17k,17.2k,17.3k,18.2k,16.3k,16.4k,16.4k,15.8k,15.2k,13.5k,13.6k,14.4k,14.3k,14.4k
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,44,40.3,40.3,80.7,58.7,99,88,80.7,80.7,139,194,202,216,216,227,337,315,477,612,513,755,752,968,986,986,1040,1080,1110,1040,1220,1090,1340,1430,1710,1740,1870,2280,2430,2570,2180,2210,2830,2750,3150,3220,3550,3830,3760,3810,4250,4960,4950,5280,5250,5280,5900,5960,6160,6860,7300,9140,9180,8530,8930,9810,10.3k,10.2k,11.3k,12.8k,13.7k,12.6k,13k,12.7k,14k,15.8k,14.9k,15k,15.8k,6770,8010,7690,10.4k,6020,9950,12.1k,14.5k,12.9k,12.5k,17.6k,16.3k,19.4k,18.9k,19k,18.8k,19.5k,21.8k,22.9k,25.1k,29k,26.2k,29.3k,18.5k,15.1k,13k,15.9k,12.5k,4560,17.4k,25.1k,30.8k,26.9k,28.7k,33.5k,34.6k,32.6k,34.5k,39.1k,43.4k,38.9k,42.1k,42.4k,49.2k,48.8k,51.3k,55.4k,60.4k,62.6k,72.6k,69k,77.7k,86.5k,92.4k,84.6k,84.8k,87.4k,79.9k,80.8k,88.3k,85.8k,79.5k,84.9k,71.8k,69.4k,62.3k,58.3k,57.4k,62.4k,62.1k,59.7k,57.5k,55.6k,57.5k,57.7k,57.4k,57.4k,59.8k,59.2k,63.2k,58.1k,58.7k,55.9k,54.7k,55.7k,56.6k,57.2k,56.5k,53.8k,53.7k,52.8k,50.7k,47.1k,52.9k,48.9k,46.4k,44.8k,43.2k,43.1k,42.6k,42.1k,41.1k
Eswatini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,33,3.67,,,11,80.7,202,227,279,304,367,400,381,370,312,337,334,341,440,447,466,436,436,271,334,440,458,436,436,436,964,876,836,711,1080,1060,961,1200,1210,1240,1190,1150,1130,1050,1040,1030,1030,1080,1110,1070,1060,1070,1240,1530,902,983,1160,1210,1200
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210,1040,1090,1190,1140,1110,997,933,1150,1070,1400,1560,1360,1320,1460,1330,961,2050,1070,913,958,986,939,1050,539,1350,1580,302,269,265,504,540,431,355,548,525,520,486,509,28.1,210,558,568,548,548,575,570,594,669,643,658,454,579,697,715,733,755,763,769,775
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33,7.33,7.33,7.33,7.33,7.33,7.33,29.3,33,44,47.7,55,58.7,80.7,84.3,77,121,95.3,99,84.3,99,99,150,165,202,198,235,150,172,172,183,202,198,235,341,433,510,572,634,539,550,737,689,733,642,693,524,444,326,422,330,488,491,605,637,656
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,11,14.7,11,14.7,29.3,62.3,62.3,58.7,22,22,55,36.7,18.3,18.3,22,25.7,25.7,29.3,414,381,477,513,579,1650,2010,1980,2170,2230,3220,3060,3200,3610,4360,3680,4910,4610,5960,7240,6660,8880,7760,7890,9660,11.2k,13.7k,14.6k,15.2k,22.5k,20.7k,26.6k,24.4k,27.8k,32.9k,29.4k,31.1k,36k,36.7k,34.3k,37.1k,42.2k,42.6k,45.3k,46.2k,41.2k,42.4k,45.4k,49.8k,51.8k,50.5k,48.2k,38.5k,53.6k,50.4k,49.9k,52.9k,65.8k,66.9k,61.6k,60.8k,56.2k,43.8k,35.8k,30.1k,28.7k,28.5k,28.4k,28.3k
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.3,29.3,33,40.3,44,47.7,47.7,55,58.7,66,69.7,73.3,99,103,103,121,143,165,172,180,183,183,183,187,198,205,216,218,220
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3,55,51.3,84.3,91.7,99,106,84.3,117,125,161,125,150,121,161,150,183,183,198,194,202,209,209,205,205,216,180,187,198,66,103,378,385,407,403,407,422,436,451,462,477,488,502,510,744,748,766,792,854,928,942,997,821,904,945,979,979,994,992,1020
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7,25.7,44,29.3,33,40.3,40.3,47.7,47.7,55,66,91.7,88,106,132,132,180,198,194,242,275,315,405,412,391,312,323,462,356,1380,794,706,817,623,694,658,847,923,962,1020,973,1050,1030,1070,1010,1180,1270,880,1290,1850,1330,1160,1320,1810,1750,1720,1500,1520,1520,2740,2600,2510,2220,2140,2180,2700,3070,3320,3420
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.3,25.7,22,25.7,25.7,29.3,36.7,40.3,47.7,58.7,58.7,,33,14.7,,,29.3,40.3,62.3,957,1090,1280,1650,2050,2380,2620,2930,3020,3320,3710,4140,5030,5570,7480,7450,9470,12.2k,17.1k,14.6k,15.4k,19.2k,21.8k,24.4k,24.2k,24.4k,28.7k,32.1k,35k,36.6k,40k,37.8k,37.7k,42.2k,45.6k,48.3k,49.3k,56.4k,66.3k,77.8k,89.4k,98.3k,108k,121k,135k,157k,174k,179k,159k,166k,171k,183k,192k,203k,219k,225k,228k,231k,228k,243k,257k,254k,270k,284k,278k,281k,281k,285k,288k
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0401,0.0481,0.0321,0.0401,,,,,,,,,,,,,,,,,0.249,,,,,0.754,,,1.06,1.12,1.48,1.89,1.7,1.78,2,1.91,6.03,6.93,5.76,7.82,8.48,11.5,11.8,11,13.4,15.4,19.1,19.5,25.5,26.2,30.7,32.4,34.1,38.8,39.4,42.9,44,46.6,48.6,52.5,59.4,65.4,69.2,81.2,82.7,95,96.7,112,125,145,165,169,163,160,178,159,181,203,204,215,211,219,248,269,243,223,238,219,87.3,74.6,68,73.8,90,99.4,118,117,169,210,234,252,342,411,463,518,626,709,813,831,877,888,1060,936,644,822,770,815,916,1100,1170,1330,1490,1610,1730,1830,1990,2260,2480,2710,2900,3910,4070,4200,4400,4720,5020,5330,5630,5890,6060,6310,6640,7050,7420,7730,8030,8450,8770,9060,9380,9450,9820,9630,9810,9950,10k,10.8k,10.8k,10.8k,11.1k,10.8k,10.1k,9110,7300,5170,2350,2440,2820,2150,2500,2520,2230,2290,1870,2060,2550,2420,2640,3210,2880,2430,2510,2320,2910,2870,4500,4850,5160,5160,5490
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181,0.217,0.145,0.181,,,,,,,,,,,,,,,,,1.12,,,,,3.41,,,4.78,5.07,6.7,8.51,7.68,8.04,9.02,8.62,27.2,31.3,26,35.3,38.3,51.7,53.1,49.8,60.5,69.6,86.4,88.2,115,118,139,146,154,175,178,194,199,210,219,237,268,295,313,366,373,429,437,505,566,657,744,764,738,721,803,717,817,915,921,972,954,989,1120,1220,1100,1010,1070,989,394,337,307,333,406,449,534,528,764,950,1060,1140,1550,1860,2090,2340,2830,3200,3670,3750,3960,4010,4810,4220,2910,3710,3480,3680,4140,4980,5300,6020,6710,7280,7790,8240,9000,10.2k,11.2k,12.2k,13.1k,15.6k,16.3k,16.8k,17.7k,19k,20.2k,21.4k,22.6k,23.7k,24.4k,25.4k,26.7k,28.4k,29.9k,31.2k,32.4k,34.1k,35.4k,36.6k,37.9k,38.2k,39.7k,38.9k,39.7k,40.3k,40.6k,43.8k,43.9k,43.7k,44.9k,43.9k,41.1k,35.6k,32k,27.5k,33.5k,34k,30.6k,30.6k,32.1k,37.6k,37.5k,38k,39.9k,44.6k,46.5k,48.3k,49.4k,55.9k,56.7k,50.2k,57.2k,62.2k,64.6k,66.4k,68.1k,70.3k,70.2k,73.2k,80k
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,161,176,176,180,183,202,227,235,246,293,444,513,502,495,508,522
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33,7.33,7.33,7.33,7.33,7.33,7.33,7.33,7.33,7.33,11,11,11,11,11,11,11,14.7,14.7,11,25.7,18.3,22,25.7,22,33,29.3,29.3,36.7,40.3,40.3,47.7,44,47.7,47.7,47.7,47.7,55,69.7,69.7,77,95.3,69.7,84.3,91.7,95.3,77,99,88,110,95.3,88,103,117,110,114,128,114,121,132,117,103,106,114,114,121,128,132,135
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25.7,66,125,198,224,290,334,414,528,770,649,869,1000,983,1210,1660,1950,1960,2100,3230,3600,3650,3080,3260,4070,4780,5090,5750,7250,8350,9460,10.7k,9910,10.7k,10.3k,10.8k,11k,10.9k,12k,12.7k,13.8k,2350,2520,2800,2940,2840,2720,2880,2570,3480,3090,2580,4600,7240,1310,3790,5200,4050,4640,4040,3900,9000,8100,8240,9400,10.1k,9620,15.9k,16.2k,15.3k,16.7k,16.9k,17.3k,18.4k,16.3k,17.5k,20.7k,17.4k,17.5k,15.8k,16.1k,17k,17k,19.1k,17.9k,17.4k,17k,20.5k,18.3k,19.1k,22.5k,23.8k,26.3k,28.6k,31.9k,33.4k,38.1k,42.6k,45.4k,44.3k,44.8k,47.8k,46.8k,45.3k,46.4k,46.2k,46.2k,43.8k,43.5k,43.5k
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,29.3,40.3,,29.3,22,0,0,0,,,,,,,,0,18.3,18.3,18.3,25.7,29.3,33,33,58.7,136,161,51.3,91.7,95.3,132,128,147,128,1220,1380,1440,1380,1410,1600,1560,1580,1450,1590,1730,1770,1800,1950,2760,2460,2880,3090,3600,3860,3740,4210,4740,4830,5400,5550,5850,6750,7480,8760,9470,9810,9500,11.3k,11.5k,11.9k,12k,11.7k,12.4k,13.2k,13.1k,15.4k,14.9k,16.4k,15.8k,15.6k,16.6k,16.8k,17.8k,18.1k,19.7k,20.6k,20.6k,20.9k,21.9k,22.3k,22.6k,23.7k,24.4k,24.3k,27.1k,25.5k,26.3k,26.9k,27.9k,29.3k,29k,30.5k,31.6k
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,209,227,176,268,158,198,246,238,257,352,275,447,326,125,139,183,154,161,176,194,136,246,268,403,367,403,411,425,392,374,444,315,524,671,1040,950,1050,1210,1370,1530,1580,1880,1720,1960,1880,2230,2000,2040,1660,1040,513,392,458,939,1400,843,1010,1470,2450,2370,3010,3280,3130,3550,3980,3940,4000,4670,5800,5940,5870,4250,4640,4910,5470,5630,4950,6120,7030,7100,7030,7480,7710,7980,9500,10.2k,10.5k,13k,13.4k,13.6k,14.4k,16k,16.1k,17.2k,16.8k,17.4k,21.6k,22.7k,26.3k,27.4k,31.5k,33.5k,36.3k,38.8k,42.6k,47.7k,53.8k,59.4k,61k,65.5k,73.4k,81.2k,76.8k,75.1k,75.3k,79.3k,86.3k,89.9k,95k,106k,116k,129k,125k,138k,152k,158k,164k,171k,168k,181k,200k,212k,212k,208k,230k,214k,221k,237k,245k,264k,282k,313k,310k,316k,315k,340k,354k,346k,362k,382k,402k,426k,429k
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33,7.33,7.33,7.33,7.33,7.33,7.33,7.33,7.33,7.33,7.33,7.33,11,11,11,11,7.33,11,11,11,7.33,7.33,11,11,11,11,11,11.3,11.6
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,51.3,114,80.7,110,176,257,216,220,253,275,359,411,488,616,678,741,854,920,1020,1390,1800,2150,2910,3050,2760,3580,3840,4000,4490,4760,4930,4210,4200,4250,3780,3600,4200,4180,4370,4740,5250,5900,7190,7770,7940,6420,6430,4640,2190,2860,3620,4540,4480,3790,4910,6400,6480,6490,7210,7690,8190,9580,11k,11.9k,12.5k,14.2k,15.1k,16.9k,17.9k,19.5k,22k,24.2k,26.3k,28.8k,31.5k,35.9k,40.3k,39.3k,43.5k,56.1k,61.1k,70.9k,75.6k,83.2k,74.6k,74.9k,82.5k,84.2k,84k,93.5k,97.2k,112k,122k,121k,131k,139k,152k,158k,166k,174k,187k,198k,205k,222k,224k,236k,242k,250k,256k,249k,274k,260k,247k,265k,267k,256k,258k,261k,257k,266k,275k,275k
